Substrate 1,Substrate 2,Substrate 3,Substrate 4,Substrate 5,Substrate 6,Substrate 7,Substrate 8,Substrate 9,Substrate 10,Substrate 11,Substrate 12,Substrate 13,Substrate 14,Substrate 15,Substrate 16,Substrate 17,Substrate 18,Substrate 19,Substrate 20,Substrate 21,Substrate 22,Substrate 23,Substrate 24,Substrate 25,Substrate 26,Substrate 27,Substrate 28,Substrate 29,Substrate 30,Substrate 31,Substrate 32,Substrate 33,Substrate 34,Substrate 35,Substrate 36,Substrate 37,Substrate 38,Substrate 39,Substrate 40,Substrate 41,Substrate 42,Substrate 43,Substrate 44,Substrate 45,Substrate 46,Substrate 47,Substrate 48,Substrate 49,Substrate 50,Substrate 51,Substrate 52,Substrate 53,Substrate 54,Substrate 55,Substrate 56,Substrate 57,Substrate 58,Substrate 59,Substrate 60,Substrate 61,Substrate 62,Substrate 63,Substrate 64,Substrate 65,Substrate 66,Substrate 67,Substrate 68,Substrate 69,Substrate 70,Substrate 71,Substrate 72,Substrate 73,Substrate 74,Substrate 75,Substrate 76,Substrate 77,Substrate 78,Substrate 79,Substrate 80,Substrate 81,Substrate 82,Substrate 83,Substrate 84,Substrate 85,Substrate 86,Substrate 87,Substrate 88,Substrate 89,Substrate 90,Substrate 91,Substrate 92,Substrate 93,Substrate 94,Substrate 95,Substrate 96,Substrate 97,Substrate 98,Substrate 99,Substrate 100,
167,1360,4816,12074,23889,38438,54188,69345,80158,88538,94104,97154,98914,99556,99873,99459,99973,100352,99533,99948,99825,100484,99818,99924,99891,100104,100239,99907,99953,100386,99598,100107,99566,100420,99845,100226,100548,99871,99485,99400,100126,100494,100068,100073,100087,99501,99886,100338,100406,100012,99864,99963,100224,100225,99555,100301,100431,99879,99938,100142,99960,99499,99985,99953,100059,100031,100111,99575,99991,100224,99438,99648,100164,100276,100488,100046,99782,99763,99930,99909,99914,100122,100140,100445,99977,99637,99985,100550,99769,100182,99854,100087,99798,99918,99896,100260,100045,99539,99854,738247,
167,1358,4808,12056,23865,38411,54154,69285,80154,88539,94086,97134,98922,99543,99862,99475,99974,100333,99531,99967,99817,100493,99832,99917,99892,100101,100247,99880,99987,100369,99598,100108,99574,100386,99886,100204,100536,99899,99469,99407,100102,100522,100036,100102,100110,99469,99899,100322,100423,99981,99901,99967,100193,100252,99547,100291,100449,99870,99911,100165,99937,99483,100020,99954,100059,100011,100122,99584,100002,100184,99458,99673,100161,100256,100510,100009,99803,99764,99944,99870,99928,100119,100157,100435,99965,99627,100053,100503,99782,100190,99846,100109,99756,99921,99904,100263,100065,99520,99848,738467,
165,1360,4801,12036,23842,38366,54129,69246,80111,88555,94080,97085,98952,99549,99846,99481,99970,100333,99527,99966,99821,100502,99832,99919,99885,100108,100218,99901,99989,100353,99618,100108,99552,100400,99875,100187,100560,99937,99476,99372,100123,100485,100065,100094,100109,99447,99934,100265,100454,99976,99912,99955,100226,100251,99515,100279,100487,99845,99901,100190,99952,99454,100023,99952,100067,100009,100128,99579,99996,100194,99476,99660,100147,100267,100521,100011,99784,99788,99912,99861,99976,100099,100155,100461,99942,99649,100046,100459,99827,100162,99844,100119,99747,99919,99883,100298,100054,99557,99839,738657,
164,1359,4800,12017,23805,38354,54100,69189,80092,88531,94073,97060,98980,99542,99824,99526,99955,100337,99511,99983,99819,100448,99855,99915,99887,100113,100244,99872,100006,100362,99630,100096,99530,100416,99898,100162,100528,99966,99474,99373,100116,100501,100064,100093,100116,99417,99954,100259,100440,99990,99928,99927,100239,100258,99496,100275,100514,99838,99888,100168,99981,99451,100031,99963,100039,99988,100194,99541,100017,100187,99453,99667,100166,100278,100507,99997,99796,99799,99880,99861,99996,100110,100136,100454,99955,99631,100072,100454,99819,100177,99826,100146,99749,99902,99875,100285,100049,99580,99842,738869,
164,1356,4791,12006,23783,38324,54055,69163,80071,88510,94046,97083,98945,99568,99811,99530,99960,100306,99547,99965,99828,100449,99853,99887,99897,100140,100230,99877,100018,100337,99632,100100,99534,100424,99902,100148,100539,99948,99470,99378,100097,100519,100070,100107,100073,99446,99970,100233,100440,100019,99906,99919,100265,100234,99520,100273,100508,99805,99873,100194,100019,99428,100027,99953,100058,99984,100168,99581,99991,100218,99473,99612,100173,100284,100484,100017,99814,99788,99891,99837,100014,100100,100144,100442,99956,99651,100090,100407,99816,100180,99841,100143,99746,99881,99917,100262,100083,99567,99834,739080,
164,1351,4782,11993,23761,38280,54041,69123,80065,88459,94007,97143,98910,99580,99799,99547,99955,100312,99545,99979,99812,100429,99855,99892,99902,100137,100224,99879,100033,100351,99629,100053,99557,100408,99900,100149,100573,99951,99445,99385,100090,100530,100076,100106,100069,99420,99982,100254,100454,99969,99925,99905,100255,100282,99491,100294,100498,99801,99867,100185,100033,99423,100059,99899,100069,100021,100147,99578,100029,100183,99498,99591,100150,100278,100529,100002,99815,99804,99856,99857,100005,100101,100134,100456,99958,99658,100086,100416,99798,100149,99880,100162,99749,99853,99927,100251,100083,99574,99796,739330,
163,1349,4773,11983,23732,38264,53985,69111,80026,88423,94023,97129,98907,99580,99803,99544,99955,100299,99583,99967,99801,100430,99847,99872,99908,100153,100222,99878,100038,100344,99649,100039,99562,100392,99921,100113,100587,99962,99463,99364,100102,100505,100090,100106,100073,99441,99957,100250,100445,100002,99893,99923,100234,100290,99483,100316,100461,99830,99867,100171,100070,99415,100042,99888,100065,100046,100156,99557,100029,100187,99485,99616,100142,100282,100530,100023,99770,99827,99842,99851,99979,100131,100166,100419,99989,99644,100091,100393,99842,100113,99855,100209,99713,99849,99969,100245,100098,99555,99802,739532,
163,1346,4768,11974,23686,38242,53949,69082,80010,88403,94010,97128,98888,99570,99817,99557,99942,100290,99603,99953,99787,100471,99840,99863,99885,100171,100231,99842,100040,100384,99642,100053,99549,100403,99880,100116,100611,99936,99499,99336,100118,100484,100113,100106,100058,99451,99942,100270,100461,100001,99879,99892,100238,100352,99431,100318,100448,99845,99848,100190,100086,99409,100041,99875,100060,100046,100177,99537,100035,100172,99500,99615,100152,100262,100530,100030,99769,99847,99828,99863,99967,100130,100192,100390,99973,99660,100103,100388,99845,100086,99895,100211,99688,99858,99955,100244,100127,99528,99791,739770,
163,1344,4764,11956,23659,38213,53903,69069,79963,88408,93994,97115,98896,99570,99790,99561,99948,100288,99616,99924,99813,100447,99872,99863,99887,100150,100259,99825,100053,100366,99646,100025,99579,100414,99879,100114,100608,99939,99484,99338,100109,100494,100117,100098,100036,99498,99939,100250,100493,99980,99844,99910,100265,100304,99448,100323,100454,99828,99877,100159,100122,99388,100035,99897,100035,100067,100182,99528,100012,100197,99482,99600,100199,100235,100520,100047,99764,99861,99812,99885,99954,100127,100182,100375,99986,99666,100107,100410,99813,100097,99900,100224,99685,99851,99945,100251,100128,99511,99830,739959,
163,1341,4752,11949,23622,38190,53882,69027,79937,88382,93983,97118,98881,99576,99791,99570,99906,100315,99630,99921,99789,100461,99860,99867,99898,100145,100265,99813,100078,100357,99638,100041,99562,100436,99850,100137,100601,99948,99451,99351,100082,100527,100099,100133,100050,99487,99904,100261,100461,100003,99842,99929,100273,100294,99438,100318,100439,99853,99850,100181,100113,99394,100042,99895,100030,100073,100177,99536,100011,100191,99501,99567,100211,100275,100465,100051,99790,99821,99849,99869,99974,100112,100213,100353,99996,99656,100126,100391,99827,100088,99905,100224,99666,99846,99973,100215,100148,99504,99822,740192,
161,1341,4746,11932,23589,38167,53843,68996,79918,88355,93975,97122,98883,99569,99771,99590,99901,100320,99608,99931,99793,100452,99885,99856,99919,100093,100274,99795,100093,100398,99631,100027,99561,100430,99855,100162,100588,99960,99430,99345,100060,100553,100062,100178,100063,99474,99894,100253,100467,100009,99853,99925,100259,100297,99453,100332,100413,99846,99872,100146,100129,99395,100029,99914,100032,100081,100134,99570,100013,100188,99534,99524,100221,100274,100455,100077,99779,99818,99818,99902,99970,100109,100192,100388,99976,99668,100100,100384,99865,100094,99893,100234,99624,99897,99961,100182,100186,99479,99815,740422,
161,1336,4738,11902,23594,38126,53830,68943,79900,88322,93972,97107,98887,99567,99750,99609,99902,100293,99635,99938,99805,100418,99884,99884,99891,100116,100264,99787,100110,100385,99659,99984,99597,100410,99851,100157,100580,99966,99436,99337,100089,100534,100065,100180,100071,99457,99888,100253,100493,100000,99865,99914,100243,100301,99465,100332,100393,99868,99887,100131,100116,99416,100033,99898,100029,100055,100158,99573,100012,100201,99531,99510,100223,100287,100441,100102,99763,99806,99826,99884,99992,100129,100180,100385,99957,99662,100098,100399,99883,100083,99881,100240,99633,99870,99970,100197,100178,99481,99846,740610,
161,1334,4727,11899,23560,38105,53763,68936,79874,88306,93966,97104,98859,99577,99757,99603,99918,100275,99633,99935,99816,100426,99858,99880,99887,100094,100293,99793,100088,100410,99706,99937,99582,100436,99862,100135,100602,99942,99414,99380,100093,100528,100066,100171,100054,99476,99891,100244,100482,100042,99815,99918,100271,100282,99472,100334,100393,99878,99904,100050,100149,99448,100020,99898,100018,100104,100139,99572,99962,100219,99563,99490,100223,100275,100464,100098,99757,99814,99820,99880,99994,100127,100199,100337,99970,99678,100117,100387,99893,100064,99881,100208,99657,99875,99986,100162,100220,99467,99823,740845,
161,1332,4718,11876,23545,38072,53730,68904,79828,88303,93945,97113,98860,99587,99726,99628,99923,100268,99609,99959,99806,100454,99848,99850,99888,100105,100306,99771,100079,100438,99715,99917,99576,100446,99845,100153,100607,99938,99415,99391,100058,100543,100080,100151,100072,99475,99919,100188,100521,100026,99811,99893,100283,100269,99485,100329,100394,99894,99912,100034,100144,99476,99992,99926,100024,100086,100146,99552,99952,100242,99551,99473,100248,100296,100430,100118,99756,99835,99809,99891,99949,100136,100181,100379,99946,99703,100088,100412,99893,100057,99869,100204,99650,99892,100008,100145,100250,99437,99816,741066,
160,1329,4715,11845,23539,38033,53693,68873,79800,88285,93955,97081,98863,99589,99701,99651,99914,100269,99606,99961,99806,100453,99855,99864,99876,100113,100291,99785,100115,100388,99727,99912,99591,100440,99805,100198,100581,99961,99421,99390,100041,100542,100091,100132,100094,99482,99897,100184,100534,100038,99810,99883,100283,100231,99525,100313,100413,99887,99882,100059,100169,99464,99997,99919,99996,100107,100131,99560,99964,100242,99542,99475,100235,100309,100446,100065,99804,99803,99841,99875,99940,100149,100204,100370,99937,99736,100039,100426,99897,100042,99857,100239,99621,99936,99967,100181,100214,99450,99806,741290,
159,1327,4707,11832,23517,38007,53647,68845,79783,88258,93940,97087,98868,99547,99719,99667,99897,100276,99621,99962,99770,100469,99864,99875,99870,100113,100294,99775,100116,100371,99748,99914,99586,100442,99797,100190,100597,99939,99440,99379,100014,100558,100122,100123,100059,99507,99899,100172,100550,100023,99805,99925,100225,100233,99565,100317,100400,99912,99843,100055,100197,99444,100011,99891,100018,100115,100130,99536,99984,100228,99549,99482,100207,100336,100428,100067,99832,99800,99812,99906,99940,100165,100162,100391,99953,99697,100068,100374,99919,100050,99869,100230,99650,99920,99967,100182,100204,99465,99787,741512,
159,1325,4702,11813,23493,37998,53588,68792,79786,88231,93934,97059,98885,99559,99707,99685,99859,100263,99668,99925,99800,100451,99854,99893,99877,100107,100290,99778,100102,100383,99748,99923,99563,100481,99785,100173,100591,99943,99425,99392,100002,100573,100145,100108,100044,99523,99910,100173,100511,100036,99812,99933,100194,100263,99571,100295,100392,99931,99842,100028,100235,99438,100017,99909,100000,100109,100142,99529,99949,100259,99545,99450,100264,100325,100400,100119,99770,99832,99778,99930,99951,100163,100153,100376,99964,99698,100075,100344,99939,100044,99885,100216,99687,99909,99965,100166,100202,99482,99767,741738,
159,1322,4696,11789,23484,37954,53556,68766,79744,88231,93926,97034,98924,99513,99717,99678,99880,100254,99687,99905,99794,100443,99897,99855,99880,100111,100275,99794,100115,100367,99759,99908,99578,100447,99804,100193,100588,99932,99426,99391,100006,100566,100126,100135,100051,99500,99904,100160,100521,100074,99800,99934,100162,100287,99582,100266,100385,99939,99850,100002,100263,99448,100017,99913,100008,100095,100128,99549,99931,100263,99534,99436,100286,100322,100409,100121,99755,99847,99789,99918,99937,100177,100145,100390,99965,99670,100101,100347,99924,100040,99868,100249,99685,99910,99953,100151,100202,99521,99734,741973,
159,1318,4691,11779,23440,37935,53508,68760,79706,88206,93927,97045,98873,99564,99684,99707,99833,100243,99733,99895,99814,100404,99929,99835,99879,100128,100252,99824,100091,100362,99741,99923,99564,100479,99809,100182,100589,99921,99461,99353,100016,100589,100129,100129,100028,99511,99913,100143,100541,100062,99808,99929,100150,100265,99615,100232,100392,99980,99842,100000,100279,99423,100046,99879,100018,100112,100091,99573,99914,100253,99572,99421,100304,100312,100395,100139,99713,99875,99789,99920,99937,100172,100117,100395,100002,99659,100113,100307,99942,100056,99876,100224,99671,99912,100007,100118,100217,99478,99774,742175,
158,1317,4683,11763,23409,37907,53461,68724,79701,88190,93935,97020,98871,99532,99710,99704,99833,100243,99736,99887,99837,100366,99956,99838,99861,100093,100283,99828,100103,100373,99723,99944,99559,100475,99803,100175,100594,99919,99468,99339,100033,100579,100122,100147,100006,99516,99914,100153,100539,100055,99828,99929,100128,100260,99618,100248,100348,100021,99838,100011,100261,99405,100049,99886,100040,100116,100080,99562,99935,100251,99567,99408,100331,100311,100362,100157,99729,99854,99783,99955,99915,100169,100096,100422,100001,99634,100147,100292,99940,100054,99887,100206,99695,99906,100012,100123,100204,99478,99767,742396,
158,1315,4677,11753,23388,37876,53417,68696,79671,88156,93955,97006,98872,99523,99719,99687,99849,100254,99727,99853,99849,100360,99959,99838,99864,100085,100281,99847,100111,100351,99731,99962,99541,100471,99820,100150,100597,99927,99474,99330,100032,100562,100137,100173,99983,99526,99915,100144,100538,100014,99848,99926,100133,100270,99619,100233,100351,100037,99839,100018,100262,99399,100062,99850,100045,100120,100093,99578,99906,100275,99548,99446,100300,100286,100381,100160,99745,99840,99788,99958,99920,100167,100087,100434,100009,99633,100109,100310,99958,100019,99909,100193,99721,99898,100007,100142,100203,99484,99736,742621,
157,1310,4673,11735,23361,37833,53394,68650,79665,88170,93912,97019,98859,99511,99723,99693,99862,100239,99729,99839,99819,100382,99980,99845,99848,100077,100292,99841,100113,100368,99725,99952,99555,100460,99805,100149,100599,99935,99478,99337,100037,100540,100156,100180,99977,99504,99907,100154,100547,100017,99819,99958,100115,100254,99647,100232,100335,100051,99833,100038,100247,99376,100089,99844,100041,100106,100103,99584,99912,100258,99602,99399,100302,100299,100366,100164,99731,99877,99763,99952,99919,100176,100119,100413,100026,99610,100108,100326,99931,100013,99939,100174,99732,99901,99988,100133,100250,99471,99737,742824,
156,1309,4664,11716,23336,37813,53337,68628,79645,88123,93931,97010,98838,99528,99727,99696,99868,100229,99715,99824,99849,100388,99994,99795,99884,100064,100290,99826,100132,100354,99738,99960,99551,100451,99797,100162,100597,99930,99476,99373,100031,100499,100175,100206,99940,99533,99909,100130,100554,100034,99814,99940,100099,100263,99647,100244,100329,100064,99810,100044,100243,99382,100107,99842,100029,100103,100084,99624,99914,100200,99633,99411,100311,100286,100351,100197,99718,99874,99752,99963,99904,100176,100124,100418,100039,99598,100147,100293,99932,100017,99900,100211,99715,99907,99991,100122,100246,99521,99694,743052,
156,1306,4662,11708,23328,37796,53327,68608,79637,88115,93910,97011,98851,99493,99734,99720,99871,100220,99706,99841,99843,100385,99982,99807,99892,100052,100297,99818,100127,100355,99725,99957,99557,100466,99791,100177,100568,99948,99504,99357,100025,100509,100151,100193,99959,99536,99895,100117,100588,100021,99828,99939,100092,100264,99647,100252,100314,100063,99828,100028,100246,99379,100091,99841,100050,100099,100093,99624,99903,100190,99640,99425,100313,100295,100332,100191,99731,99853,99754,99979,99874,100212,100102,100446,99981,99626,100168,100274,99951,100029,99877,100209,99731,99887,99995,100110,100269,99523,99688,743162,
156,1306,4658,11697,23321,37774,53311,68588,79639,88096,93918,96988,98863,99484,99746,99705,99868,100235,99680,99869,99845,100363,99975,99805,99901,100080,100273,99825,100108,100363,99726,99975,99559,100451,99795,100176,100562,99972,99484,99351,100035,100515,100150,100191,99946,99542,99896,100132,100575,100016,99820,99957,100090,100245,99671,100250,100310,100042,99841,100042,100235,99395,100079,99853,100029,100098,100081,99646,99914,100160,99651,99432,100324,100276,100321,100199,99734,99869,99743,99994,99849,100217,100110,100445,99964,99625,100192,100265,99950,100043,99866,100202,99751,99866,100019,100089,100286,99521,99695,743255,
156,1306,4654,11688,23307,37755,53300,68577,79629,88081,93913,96987,98867,99473,99738,99691,99900,100236,99663,99861,99871,100330,100022,99784,99873,100086,100313,99799,100097,100375,99716,99984,99550,100451,99799,100168,100551,99980,99479,99361,100048,100490,100185,100196,99920,99551,99888,100136,100581,100023,99789,99970,100099,100263,99658,100224,100326,100063,99830,100031,100236,99405,100079,99853,100010,100087,100080,99661,99921,100164,99652,99422,100332,100292,100314,100200,99717,99868,99757,99987,99856,100220,100106,100438,99984,99615,100178,100278,99937,100039,99884,100198,99757,99861,100022,100076,100283,99539,99689,743361,
156,1305,4650,11680,23298,37744,53275,68548,79634,88073,93882,96987,98883,99483,99723,99703,99887,100227,99672,99863,99884,100326,100020,99798,99851,100087,100311,99806,100092,100373,99737,99959,99555,100455,99796,100164,100543,99993,99487,99355,100064,100469,100187,100195,99923,99543,99895,100126,100593,100036,99757,99980,100115,100268,99635,100218,100335,100074,99828,100035,100248,99371,100109,99830,100020,100072,100110,99651,99914,100149,99672,99438,100305,100299,100325,100184,99714,99852,99781,99996,99852,100205,100119,100437,99971,99627,100178,100276,99925,100058,99854,100211,99741,99891,100008,100087,100279,99539,99692,743469,
156,1303,4648,11671,23287,37729,53264,68526,79619,88051,93883,96986,98884,99483,99729,99702,99884,100225,99668,99869,99880,100336,99986,99816,99856,100071,100319,99819,100092,100372,99732,99958,99547,100453,99820,100155,100556,99978,99479,99354,100080,100464,100187,100201,99914,99532,99891,100140,100598,100030,99758,99988,100122,100276,99618,100220,100318,100058,99844,100045,100260,99355,100097,99838,100054,100042,100136,99644,99901,100158,99681,99415,100307,100305,100314,100206,99712,99839,99766,100019,99841,100213,100118,100438,99964,99608,100188,100272,99944,100060,99846,100210,99731,99922,99986,100093,100280,99537,99702,743568,
155,1303,4648,11658,23268,37715,53245,68524,79585,88056,93883,96986,98877,99483,99721,99707,99878,100207,99694,99870,99883,100318,100014,99795,99876,100068,100330,99810,100066,100365,99754,99971,99546,100437,99835,100136,100549,99986,99489,99358,100058,100480,100186,100195,99916,99523,99904,100137,100606,100023,99755,99989,100114,100272,99633,100202,100342,100058,99845,100034,100267,99348,100083,99849,100041,100074,100107,99644,99904,100169,99691,99404,100307,100300,100331,100203,99704,99841,99751,100026,99855,100199,100116,100449,99970,99627,100153,100269,99959,100050,99857,100191,99727,99949,99972,100101,100265,99550,99692,743684,
155,1302,4645,11656,23244,37701,53238,68503,79555,88054,93879,96979,98871,99504,99716,99709,99873,100220,99680,99868,99900,100298,100028,99790,99865,100076,100341,99791,100062,100357,99773,99948,99564,100439,99844,100135,100553,99973,99500,99355,100021,100500,100205,100175,99914,99544,99901,100142,100594,100029,99765,99984,100096,100284,99648,100202,100322,100049,99847,100033,100277,99351,100080,99856,100045,100070,100108,99654,99908,100147,99696,99400,100307,100306,100327,100193,99705,99848,99767,99999,99878,100179,100110,100452,99995,99615,100159,100262,99956,100056,99847,100203,99742,99933,99977,100086,100284,99549,99683,743791,
155,1300,4640,11652,23236,37686,53218,68475,79558,88037,93859,96981,98885,99496,99718,99716,99856,100240,99664,99860,99914,100297,100017,99805,99860,100066,100331,99810,100067,100350,99779,99942,99573,100426,99863,100127,100561,99961,99512,99343,100011,100491,100211,100202,99896,99556,99874,100167,100585,100043,99742,99979,100136,100247,99661,100198,100335,100047,99828,100051,100287,99336,100086,99857,100044,100077,100107,99638,99918,100157,99675,99397,100323,100310,100312,100189,99719,99834,99778,99979,99902,100149,100130,100458,99992,99604,100188,100242,99927,100067,99857,100203,99747,99942,99964,100091,100283,99539,99700,743896,
155,1299,4638,11634,23238,37668,53192,68454,79553,88045,93842,96984,98886,99473,99726,99738,99814,100264,99666,99855,99932,100292,100008,99803,99862,100069,100324,99808,100051,100352,99791,99949,99546,100468,99823,100139,100566,99961,99519,99337,100020,100488,100208,100193,99914,99539,99888,100152,100586,100049,99752,99973,100132,100245,99657,100221,100318,100062,99826,100057,100298,99313,100086,99844,100067,100045,100116,99654,99903,100157,99679,99401,100320,100317,100301,100189,99731,99834,99775,99983,99907,100143,100124,100461,100012,99585,100182,100243,99945,100048,99864,100186,99749,99954,99958,100102,100269,99560,99679,744012,
155,1299,4629,11632,23224,37638,53187,68442,79542,88045,93816,97002,98841,99491,99732,99734,99833,100256,99647,99872,99939,100294,99996,99793,99871,100066,100317,99817,100061,100346,99794,99946,99550,100472,99804,100160,100521,100000,99520,99316,100041,100485,100217,100173,99919,99530,99896,100131,100602,100057,99770,99949,100134,100253,99658,100221,100321,100063,99820,100055,100291,99316,100095,99865,100034,100050,100132,99641,99903,100143,99693,99413,100300,100310,100313,100205,99715,99844,99761,99993,99899,100145,100128,100459,100019,99563,100208,100238,99940,100057,99863,100193,99741,99944,99961,100104,100259,99560,99681,744126,
155,1298,4624,11632,23206,37624,53163,68421,79533,88061,93787,96982,98858,99497,99723,99739,99812,100274,99650,99869,99941,100302,99981,99794,99883,100064,100303,99834,100056,100345,99788,99955,99541,100474,99806,100147,100544,99996,99514,99321,100041,100478,100242,100142,99912,99516,99922,100132,100609,100046,99784,99936,100128,100245,99680,100216,100319,100051,99835,100052,100284,99345,100077,99871,100024,100059,100117,99643,99924,100121,99714,99403,100303,100301,100309,100218,99723,99825,99763,100020,99869,100143,100135,100453,100037,99557,100188,100247,99945,100064,99865,100198,99746,99929,99956,100098,100255,99588,99676,744224,
155,1297,4620,11626,23194,37602,53154,68410,79514,88061,93758,96992,98845,99501,99723,99765,99796,100270,99639,99873,99948,100291,99979,99789,99906,100071,100296,99837,100045,100350,99780,99973,99530,100481,99785,100177,100534,99978,99539,99317,100030,100464,100252,100155,99890,99521,99920,100144,100616,100046,99772,99945,100126,100235,99667,100248,100305,100044,99829,100068,100263,99364,100077,99856,100052,100049,100117,99648,99907,100125,99712,99410,100281,100316,100309,100228,99715,99828,99764,100016,99869,100155,100123,100452,100036,99568,100163,100282,99908,100082,99890,100158,99763,99929,99985,100061,100263,99586,99672,744340,
155,1295,4614,11621,23179,37587,53146,68395,79488,88058,93727,97001,98852,99514,99715,99763,99796,100264,99638,99883,99930,100302,99964,99812,99905,100081,100278,99855,100042,100335,99764,99988,99531,100481,99792,100181,100512,100006,99521,99337,100024,100462,100238,100177,99874,99537,99909,100130,100610,100064,99759,99938,100143,100228,99677,100217,100342,100029,99847,100053,100262,99386,100046,99869,100044,100047,100120,99649,99903,100132,99728,99404,100269,100335,100290,100250,99694,99830,99773,100018,99869,100135,100140,100443,100044,99544,100183,100301,99886,100068,99911,100142,99770,99942,99970,100056,100280,99590,99643,744468,
154,1296,4611,11614,23165,37572,53137,68363,79474,88061,93711,96977,98866,99542,99685,99766,99788,100278,99640,99885,99904,100323,99981,99800,99900,100070,100298,99809,100078,100349,99764,99978,99533,100497,99782,100171,100517,99999,99516,99365,99996,100484,100229,100164,99884,99521,99899,100154,100600,100072,99755,99951,100124,100248,99673,100217,100328,100044,99846,100065,100244,99394,100029,99878,100053,100033,100133,99647,99894,100137,99745,99404,100245,100335,100304,100222,99698,99839,99798,99998,99877,100119,100156,100449,100026,99552,100192,100288,99904,100062,99897,100160,99755,99954,99951,100056,100299,99580,99639,744581,
153,1295,4607,11605,23154,37550,53125,68355,79458,88045,93715,96971,98853,99554,99680,99767,99793,100265,99639,99887,99912,100314,99994,99807,99882,100063,100304,99792,100090,100352,99762,99973,99572,100478,99786,100145,100523,100029,99491,99371,99993,100488,100217,100168,99873,99545,99891,100175,100571,100096,99742,99940,100121,100254,99672,100223,100326,100027,99865,100074,100239,99386,100054,99849,100077,100026,100130,99657,99875,100135,99740,99423,100245,100321,100316,100248,99678,99817,99827,99983,99883,100103,100162,100453,100026,99547,100190,100308,99881,100073,99900,100153,99764,99948,99928,100052,100320,99597,99653,744661,
153,1294,4600,11601,23135,37534,53117,68325,79454,88026,93741,96950,98852,99552,99686,99780,99772,100266,99635,99880,99926,100320,99984,99807,99904,100044,100291,99797,100099,100341,99788,99950,99574,100472,99812,100135,100512,100026,99514,99354,99986,100498,100228,100147,99893,99527,99894,100172,100569,100109,99734,99952,100126,100238,99661,100248,100300,100017,99881,100076,100246,99366,100060,99869,100042,100064,100143,99625,99869,100152,99748,99398,100250,100330,100313,100249,99690,99810,99823,99981,99886,100114,100134,100447,100048,99547,100193,100291,99897,100060,99918,100132,99783,99952,99915,100045,100340,99595,99649,744767,
153,1294,4598,11595,23119,37522,53100,68307,79436,88009,93739,96953,98832,99572,99673,99785,99767,100280,99626,99885,99921,100335,99974,99794,99915,100052,100285,99796,100083,100370,99757,99967,99557,100465,99853,100110,100546,99997,99519,99362,99979,100490,100226,100145,99907,99492,99938,100154,100581,100099,99738,99954,100124,100246,99649,100250,100290,100049,99869,100065,100259,99349,100048,99889,100040,100067,100133,99641,99868,100159,99725,99406,100259,100312,100333,100235,99697,99806,99826,99984,99901,100088,100144,100433,100069,99538,100179,100312,99866,100075,99924,100119,99815,99924,99909,100069,100339,99594,99637,744881,
153,1292,4588,11596,23098,37517,53085,68291,79430,87985,93755,96925,98842,99541,99696,99790,99753,100270,99635,99899,99906,100337,99975,99814,99890,100065,100287,99814,100068,100367,99735,99989,99554,100474,99839,100122,100552,99995,99523,99335,99990,100494,100229,100133,99919,99486,99940,100156,100568,100105,99742,99944,100127,100258,99635,100272,100276,100044,99864,100078,100246,99362,100038,99888,100051,100083,100121,99626,99877,100168,99717,99402,100264,100307,100329,100236,99705,99798,99833,99987,99903,100078,100148,100437,100067,99548,100176,100311,99860,100071,99916,100131,99806,99935,99893,100086,100350,99569,99634,745001,
153,1290,4580,11594,23081,37495,53078,68282,79391,88013,93733,96929,98823,99554,99684,99793,99748,100282,99618,99896,99923,100314,100003,99790,99898,100074,100280,99817,100090,100354,99715,99985,99569,100495,99802,100125,100568,100006,99516,99345,99994,100476,100237,100118,99905,99512,99907,100185,100572,100107,99750,99917,100144,100271,99615,100274,100292,100049,99858,100059,100262,99365,99994,99931,100027,100101,100128,99610,99874,100169,99732,99400,100261,100319,100329,100230,99691,99794,99831,99999,99894,100070,100168,100446,100061,99542,100171,100315,99869,100055,99937,100105,99823,99950,99872,100092,100355,99555,99646,745099,
153,1289,4576,11587,23062,37489,53053,68266,79378,88011,93740,96916,98811,99560,99675,99796,99742,100291,99615,99904,99910,100335,99988,99789,99921,100048,100301,99807,100104,100326,99709,99979,99593,100496,99798,100130,100574,99992,99528,99333,100000,100478,100243,100093,99917,99525,99892,100168,100605,100090,99752,99932,100129,100271,99622,100265,100294,100063,99851,100058,100240,99395,99987,99934,100000,100117,100138,99595,99877,100193,99705,99415,100257,100328,100325,100211,99702,99820,99793,100027,99891,100046,100167,100452,100063,99558,100173,100315,99868,100053,99936,100102,99824,99945,99874,100078,100358,99563,99660,745192,
153,1289,4571,11576,23058,37470,53044,68236,79362,88022,93717,96923,98816,99558,99665,99752,99779,100291,99611,99917,99909,100325,100003,99778,99920,100065,100291,99804,100111,100310,99735,99948,99600,100507,99790,100125,100586,99998,99504,99347,99987,100495,100228,100102,99920,99510,99895,100164,100606,100110,99749,99931,100129,100275,99608,100259,100297,100073,99852,100057,100239,99409,99979,99910,100035,100092,100145,99606,99853,100223,99694,99408,100260,100321,100324,100221,99693,99842,99771,100009,99918,100053,100144,100451,100079,99531,100218,100287,99868,100078,99907,100089,99855,99944,99867,100081,100370,99544,99667,745302,
