Substrate 1,Substrate 2,Substrate 3,Substrate 4,Substrate 5,Substrate 6,Substrate 7,Substrate 8,Substrate 9,Substrate 10,Substrate 11,Substrate 12,Substrate 13,Substrate 14,Substrate 15,Substrate 16,Substrate 17,Substrate 18,Substrate 19,Substrate 20,Substrate 21,Substrate 22,Substrate 23,Substrate 24,Substrate 25,Substrate 26,Substrate 27,Substrate 28,Substrate 29,Substrate 30,Substrate 31,Substrate 32,Substrate 33,Substrate 34,Substrate 35,Substrate 36,Substrate 37,Substrate 38,Substrate 39,Substrate 40,Substrate 41,Substrate 42,Substrate 43,Substrate 44,Substrate 45,Substrate 46,Substrate 47,Substrate 48,Substrate 49,Substrate 50,Substrate 51,Substrate 52,Substrate 53,Substrate 54,Substrate 55,Substrate 56,Substrate 57,Substrate 58,Substrate 59,Substrate 60,Substrate 61,Substrate 62,Substrate 63,Substrate 64,Substrate 65,Substrate 66,Substrate 67,Substrate 68,Substrate 69,Substrate 70,Substrate 71,Substrate 72,Substrate 73,Substrate 74,Substrate 75,Substrate 76,Substrate 77,Substrate 78,Substrate 79,Substrate 80,Substrate 81,Substrate 82,Substrate 83,Substrate 84,Substrate 85,Substrate 86,Substrate 87,Substrate 88,Substrate 89,Substrate 90,Substrate 91,Substrate 92,Substrate 93,Substrate 94,Substrate 95,Substrate 96,Substrate 97,Substrate 98,Substrate 99,Substrate 100,
341,2329,7687,17843,32694,48905,65346,78197,87312,93419,96747,98647,99711,100138,99668,100065,99230,100236,100002,100165,99861,100675,99294,99831,100224,99879,100526,99953,100195,99603,99980,100072,99517,100245,100332,99966,100459,99611,99377,99506,100748,100140,100186,99787,100003,99596,100245,100527,99956,99878,99800,100128,100585,99887,99724,100130,100597,99779,99991,99966,99919,99640,100026,100313,99938,99859,100257,99522,99630,100256,99709,99648,100388,100398,100092,100435,99181,100011,99939,100065,99734,100153,100204,100417,99577,99997,100094,100544,99596,100439,99844,99578,99797,99734,100187,100718,99928,99651,99995,671146,
340,2325,7671,17790,32645,48844,65252,78128,87294,93394,96728,98603,99754,100110,99718,100001,99292,100221,99998,100177,99880,100629,99303,99858,100205,99880,100524,99977,100145,99615,99995,100051,99486,100303,100292,99993,100462,99605,99352,99490,100770,100173,100182,99757,100018,99603,100260,100500,99978,99837,99834,100123,100588,99899,99751,100060,100631,99806,99907,100018,99969,99593,100062,100305,99936,99803,100302,99495,99639,100286,99705,99627,100382,100408,100081,100462,99159,100000,99933,100104,99707,100151,100183,100435,99573,100013,100072,100544,99583,100452,99872,99583,99793,99735,100190,100679,99996,99617,99987,671559,
337,2324,7635,17743,32573,48793,65195,78045,87271,93331,96751,98605,99759,100114,99685,100009,99305,100228,99976,100197,99882,100617,99298,99868,100201,99856,100538,99974,100175,99609,99979,100054,99492,100314,100280,100001,100468,99520,99466,99414,100820,100162,100132,99851,99923,99643,100275,100520,99939,99854,99850,100083,100581,99939,99740,100036,100665,99800,99940,99961,99982,99594,100064,100312,99913,99824,100290,99462,99710,100220,99726,99642,100390,100394,100085,100470,99151,99970,99961,100092,99692,100166,100212,100453,99538,100001,100068,100552,99618,100404,99870,99617,99798,99717,100176,100722,99966,99625,99992,671965,
335,2312,7616,17716,32500,48729,65141,77968,87223,93333,96736,98573,99772,100084,99721,99984,99301,100266,99922,100213,99897,100633,99315,99839,100220,99840,100503,100016,100178,99581,100000,100046,99492,100291,100321,100013,100469,99459,99509,99393,100834,100163,100137,99815,99933,99650,100332,100474,99942,99869,99841,100040,100616,99952,99712,100041,100668,99761,99988,99962,99968,99594,100057,100320,99888,99846,100310,99433,99737,100232,99700,99635,100394,100370,100079,100507,99148,99989,99955,100081,99671,100216,100204,100464,99491,99990,100040,100577,99633,100449,99848,99643,99759,99746,100182,100671,99971,99651,100012,672349,
333,2311,7589,17668,32458,48648,65080,77900,87218,93288,96703,98576,99788,100067,99739,99996,99280,100283,99874,100255,99863,100642,99308,99844,100221,99836,100522,99995,100163,99606,99995,100033,99472,100307,100335,100001,100484,99444,99518,99402,100856,100146,100152,99794,99985,99542,100368,100468,99950,99898,99848,99985,100621,99980,99706,100080,100589,99833,99994,99939,99931,99659,100011,100309,99946,99811,100317,99461,99637,100290,99669,99642,100420,100369,100052,100552,99139,99963,99965,100077,99725,100193,100197,100461,99484,100006,100018,100606,99600,100477,99848,99624,99760,99714,100204,100684,99970,99663,100034,672733,
332,2299,7573,17627,32409,48572,64994,77828,87212,93237,96736,98525,99798,100063,99728,99983,99326,100242,99899,100257,99864,100630,99259,99911,100228,99834,100539,99974,100150,99617,99979,100030,99477,100334,100319,99999,100481,99423,99552,99400,100864,100111,100177,99801,99970,99522,100383,100461,99926,99914,99893,99981,100592,99999,99707,100060,100603,99795,100029,99901,99989,99662,99980,100344,99910,99813,100321,99484,99574,100331,99685,99600,100434,100397,100060,100513,99158,99922,99987,100102,99703,100165,100240,100477,99506,99937,100080,100600,99618,100441,99853,99602,99795,99685,100227,100643,100033,99618,100057,673125,
332,2293,7547,17572,32372,48507,64922,77792,87155,93215,96710,98510,99810,100073,99693,99990,99342,100234,99896,100251,99868,100596,99291,99914,100204,99837,100558,99993,100122,99641,99962,100047,99475,100345,100305,100002,100474,99405,99553,99414,100879,100066,100229,99759,99987,99537,100385,100488,99900,99910,99893,100011,100560,100005,99714,100023,100607,99808,100045,99900,99989,99641,100019,100283,99962,99808,100283,99480,99596,100336,99658,99631,100394,100408,100098,100485,99175,99884,99995,100127,99677,100182,100220,100499,99488,100000,100042,100609,99596,100450,99850,99587,99865,99641,100229,100657,100018,99613,100076,673521,
332,2285,7527,17539,32307,48406,64868,77764,87102,93166,96713,98516,99812,100055,99700,100006,99346,100192,99915,100261,99843,100612,99325,99861,100186,99859,100574,100023,100048,99691,99978,100006,99488,100332,100311,100056,100440,99389,99567,99452,100836,100036,100241,99763,99978,99553,100377,100469,99932,99885,99912,100031,100536,100026,99714,99966,100656,99747,100109,99898,99960,99676,99995,100309,99928,99834,100275,99480,99569,100339,99683,99596,100404,100448,100094,100496,99141,99878,99999,100127,99721,100128,100232,100520,99493,99956,100064,100648,99549,100451,99837,99619,99857,99664,100252,100588,100022,99617,100099,673934,
329,2282,7509,17480,32260,48322,64802,77711,87050,93156,96679,98546,99802,100065,99674,100026,99331,100195,99904,100269,99841,100583,99378,99848,100172,99849,100561,100059,100077,99674,99996,99973,99491,100312,100301,100125,100376,99416,99547,99487,100811,100033,100238,99749,100052,99498,100388,100463,99951,99870,99928,100016,100546,100008,99703,99997,100631,99761,100079,99925,99943,99680,100034,100319,99927,99799,100286,99481,99537,100308,99739,99610,100362,100459,100113,100483,99122,99925,99972,100134,99725,100140,100184,100569,99467,99914,100154,100614,99532,100440,99862,99623,99836,99697,100194,100619,100061,99591,100119,674321,
326,2275,7494,17425,32183,48264,64746,77623,87037,93130,96674,98526,99797,100055,99696,100064,99323,100167,99887,100290,99812,100632,99338,99876,100172,99826,100544,100058,100086,99687,100035,99972,99476,100317,100300,100115,100361,99396,99557,99506,100791,100070,100234,99786,100040,99476,100371,100418,100024,99816,99911,100038,100558,100052,99670,99997,100654,99740,100069,99922,99942,99696,100049,100301,99929,99807,100261,99500,99504,100286,99791,99571,100408,100459,100110,100465,99187,99870,99968,100113,99720,100167,100199,100553,99475,99895,100162,100641,99501,100440,99834,99675,99836,99655,100190,100654,100042,99590,100125,674744,
325,2270,7470,17383,32116,48215,64644,77565,87046,93114,96617,98500,99850,100026,99713,100035,99343,100141,99880,100279,99840,100672,99373,99844,100156,99837,100528,100047,100071,99705,100050,99960,99480,100303,100292,100149,100362,99399,99526,99520,100767,100064,100261,99771,100029,99509,100291,100465,100032,99848,99893,100036,100592,100023,99604,100069,100610,99759,100045,99986,99916,99700,100044,100318,99878,99862,100252,99512,99461,100297,99787,99546,100461,100436,100136,100436,99206,99853,99990,100067,99746,100145,100187,100573,99491,99861,100213,100637,99482,100444,99865,99657,99809,99716,100134,100667,100017,99633,100080,675185,
323,2262,7449,17337,32043,48180,64562,77537,86992,93057,96612,98474,99870,99997,99783,100001,99336,100143,99851,100311,99821,100657,99415,99812,100186,99829,100503,100077,100060,99714,100056,99996,99433,100281,100312,100173,100375,99402,99497,99498,100787,100074,100240,99770,100028,99544,100284,100473,99979,99852,99899,100050,100585,100059,99572,100056,100605,99810,100011,99948,99960,99683,100059,100351,99846,99847,100265,99499,99486,100284,99797,99529,100442,100453,100137,100424,99234,99817,99989,100134,99698,100143,100209,100549,99460,99934,100185,100659,99477,100412,99893,99650,99850,99699,100109,100667,100015,99601,100118,675593,
323,2250,7427,17294,31973,48131,64483,77477,86922,93056,96629,98442,99863,100027,99804,99912,99346,100176,99857,100303,99788,100737,99386,99841,100117,99812,100522,100075,100096,99702,100083,99957,99430,100264,100368,100147,100414,99413,99465,99469,100780,100122,100209,99768,100060,99529,100289,100497,99923,99856,99905,100068,100568,100022,99634,99996,100625,99860,99995,99943,99967,99676,100038,100351,99844,99864,100267,99554,99430,100302,99763,99538,100445,100483,100108,100437,99201,99829,99967,100188,99663,100148,100243,100533,99475,99928,100166,100694,99437,100418,99897,99634,99856,99714,100085,100695,99974,99656,100114,675988,
321,2244,7411,17240,31898,48043,64442,77428,86874,93051,96628,98423,99822,100015,99822,99936,99339,100190,99842,100297,99792,100725,99432,99813,100141,99797,100490,100053,100135,99708,100069,99966,99420,100249,100395,100155,100451,99383,99478,99459,100811,100085,100195,99787,100069,99490,100304,100503,99925,99843,99926,100048,100598,100039,99566,100021,100635,99879,99938,99970,99995,99649,100033,100349,99817,99895,100299,99535,99411,100302,99796,99446,100541,100451,100122,100428,99197,99851,99936,100192,99672,100148,100213,100539,99483,99917,100195,100668,99497,100400,99908,99632,99835,99728,100086,100658,99984,99672,100067,676444,
320,2237,7387,17203,31856,47952,64376,77379,86857,92982,96673,98362,99816,100033,99810,99928,99331,100184,99851,100312,99786,100733,99464,99778,100144,99790,100511,100029,100121,99731,100071,99948,99415,100276,100377,100197,100433,99387,99485,99429,100795,100109,100174,99821,100042,99505,100284,100537,99940,99870,99861,100086,100528,100103,99535,100006,100644,99878,99960,99945,100009,99635,100054,100340,99797,99892,100369,99483,99460,100255,99797,99454,100526,100475,100098,100447,99186,99867,99923,100211,99649,100125,100242,100528,99500,99881,100179,100715,99513,100390,99862,99669,99856,99724,100062,100697,99946,99651,100086,676870,
319,2229,7365,17170,31777,47894,64319,77303,86814,92984,96644,98342,99846,99972,99881,99916,99289,100218,99821,100323,99818,100726,99451,99805,100115,99819,100458,100092,100062,99778,100047,99938,99414,100270,100382,100227,100381,99448,99453,99389,100836,100115,100148,99830,100073,99530,100250,100498,100008,99855,99819,100052,100565,100118,99472,100051,100703,99846,100005,99903,99983,99654,100050,100356,99778,99890,100353,99481,99496,100216,99835,99441,100506,100508,100064,100469,99195,99863,99921,100166,99677,100139,100248,100486,99580,99808,100186,100719,99524,100411,99867,99646,99837,99733,100063,100706,99959,99635,100092,677283,
319,2219,7339,17126,31725,47839,64204,77278,86740,92985,96627,98370,99792,99989,99888,99918,99271,100242,99822,100349,99769,100764,99421,99777,100162,99807,100452,100098,100092,99732,100035,99970,99407,100293,100372,100225,100366,99493,99407,99403,100845,100117,100136,99816,100082,99523,100284,100455,100040,99868,99798,100025,100602,100115,99451,100032,100738,99816,100042,99915,99974,99623,100056,100344,99794,99917,100339,99480,99476,100225,99836,99444,100510,100510,100030,100496,99207,99847,99917,100188,99650,100134,100265,100466,99592,99833,100168,100735,99494,100433,99855,99666,99806,99739,100023,100743,99979,99649,100060,677710,
318,2213,7317,17072,31676,47780,64130,77219,86671,92987,96643,98318,99828,99952,99932,99877,99301,100224,99802,100329,99812,100748,99435,99770,100181,99789,100455,100078,100116,99706,100059,99984,99365,100359,100329,100234,100369,99499,99418,99386,100840,100093,100121,99858,100075,99531,100251,100507,100011,99836,99809,100043,100591,100139,99409,100052,100733,99802,100055,99938,99967,99620,100010,100375,99819,99921,100293,99521,99478,100178,99833,99485,100503,100511,100045,100472,99258,99818,99924,100164,99670,100128,100232,100502,99597,99812,100191,100711,99521,100440,99811,99693,99819,99721,100049,100726,99970,99653,100036,678148,
318,2205,7297,17028,31608,47727,64046,77165,86634,92979,96595,98310,99793,99994,99954,99869,99308,100233,99763,100311,99856,100738,99435,99797,100136,99810,100469,100050,100127,99711,100026,100013,99348,100349,100379,100212,100394,99486,99405,99376,100855,100101,100100,99860,100084,99524,100233,100542,100012,99844,99784,100019,100634,100106,99405,100061,100766,99763,100104,99899,99964,99641,100014,100347,99839,99889,100304,99510,99498,100185,99837,99471,100540,100477,100081,100445,99269,99803,99943,100170,99661,100108,100251,100491,99596,99821,100170,100734,99487,100453,99771,99731,99814,99706,100092,100686,100007,99670,100054,678520,
316,2198,7279,16967,31562,47658,63984,77111,86598,92933,96589,98299,99786,100031,99929,99863,99315,100249,99749,100271,99888,100718,99462,99800,100119,99785,100458,100138,100095,99678,100056,100047,99322,100339,100399,100200,100360,99494,99444,99367,100842,100081,100100,99902,100049,99547,100249,100473,100051,99833,99737,100065,100621,100101,99460,100049,100744,99793,100086,99920,99926,99682,99948,100376,99852,99857,100333,99481,99548,100175,99873,99395,100529,100527,100093,100419,99318,99781,99927,100132,99648,100126,100251,100514,99571,99855,100141,100762,99454,100494,99764,99731,99816,99698,100077,100733,99958,99660,100069,678947,
314,2193,7255,16932,31475,47609,63921,77009,86593,92936,96541,98277,99790,100050,99913,99896,99316,100252,99741,100269,99898,100677,99457,99786,100129,99803,100456,100175,100066,99692,100033,100069,99302,100314,100425,100218,100355,99508,99406,99391,100837,100097,100084,99900,100057,99546,100272,100461,100081,99834,99704,100045,100626,100101,99477,100063,100730,99794,100091,99889,99949,99639,99983,100338,99893,99845,100337,99480,99561,100181,99840,99423,100496,100562,100098,100357,99333,99834,99918,100156,99599,100135,100245,100548,99510,99895,100137,100741,99498,100470,99752,99749,99816,99701,100057,100739,99952,99668,100081,679353,
313,2185,7223,16897,31434,47526,63854,77000,86495,92881,96570,98227,99832,100072,99897,99878,99340,100241,99700,100283,99920,100667,99476,99780,100104,99809,100421,100226,100073,99703,100010,100086,99302,100328,100395,100185,100336,99575,99378,99433,100786,100136,100038,99939,100066,99514,100296,100447,100058,99854,99724,100047,100614,100091,99476,100044,100740,99828,100076,99870,99961,99677,99981,100299,99883,99878,100330,99438,99626,100114,99892,99382,100492,100583,100135,100262,99382,99861,99904,100164,99548,100198,100227,100556,99520,99883,100122,100769,99450,100450,99808,99756,99817,99696,100022,100746,99983,99666,100043,679797,
313,2177,7200,16850,31404,47421,63816,76930,86488,92849,96523,98235,99785,100092,99905,99841,99382,100234,99729,100266,99926,100612,99502,99781,100099,99819,100404,100264,100047,99719,100004,100074,99298,100365,100370,100185,100337,99565,99374,99450,100776,100177,99995,99951,100092,99513,100303,100442,100032,99839,99737,100065,100581,100094,99500,100012,100758,99829,100078,99849,99959,99683,99979,100309,99904,99862,100311,99472,99628,100117,99862,99408,100513,100558,100114,100294,99363,99840,99935,100176,99466,100256,100198,100552,99572,99845,100148,100753,99450,100442,99827,99754,99829,99689,100026,100731,99976,99692,100008,680241,
313,2164,7185,16817,31342,47341,63744,76867,86475,92809,96517,98222,99803,100070,99930,99789,99399,100254,99766,100210,99934,100592,99527,99756,100092,99825,100454,100205,100067,99731,100016,100083,99271,100370,100377,100155,100338,99592,99364,99482,100747,100186,100006,99929,100090,99544,100229,100450,100076,99853,99730,100045,100603,100087,99483,99988,100777,99857,100084,99860,99917,99699,99972,100320,99873,99914,100287,99479,99615,100162,99825,99392,100498,100589,100070,100350,99396,99765,99976,100170,99475,100212,100210,100543,99615,99801,100176,100754,99418,100477,99850,99707,99843,99706,100021,100693,99994,99696,100018,680650,
311,2153,7164,16792,31269,47260,63706,76814,86424,92771,96499,98207,99802,100032,99966,99804,99430,100226,99764,100185,99992,100567,99503,99783,100123,99787,100447,100202,100047,99756,99999,100080,99297,100386,100343,100161,100346,99592,99383,99446,100768,100173,99978,99985,100043,99532,100243,100465,100073,99865,99719,100053,100651,100073,99477,99963,100796,99808,100134,99884,99886,99700,99918,100351,99873,99892,100336,99449,99624,100177,99804,99373,100461,100687,100038,100342,99393,99763,99999,100118,99500,100237,100190,100546,99621,99795,100215,100712,99441,100462,99834,99726,99835,99705,100027,100654,100023,99702,100041,681048,
310,2148,7145,16765,31195,47201,63650,76733,86358,92775,96491,98203,99781,100011,99995,99739,99501,100225,99741,100225,99942,100605,99461,99794,100144,99793,100418,100236,100040,99747,100002,100093,99250,100416,100352,100166,100320,99588,99381,99483,100763,100179,99976,99954,100060,99525,100256,100450,100084,99851,99701,100079,100668,100046,99481,99945,100842,99790,100136,99882,99912,99681,99891,100381,99834,99890,100383,99450,99625,100165,99805,99391,100448,100650,100076,100315,99405,99803,99989,100056,99507,100270,100173,100542,99675,99747,100214,100719,99429,100495,99789,99773,99832,99708,100002,100622,100043,99708,100016,681495,
309,2139,7121,16730,31144,47105,63614,76630,86353,92782,96464,98196,99745,100030,100032,99665,99521,100211,99781,100192,99959,100594,99475,99771,100167,99795,100437,100198,100063,99768,99961,100101,99242,100437,100321,100189,100282,99588,99384,99531,100729,100189,99986,99969,100053,99519,100253,100451,100093,99826,99689,100106,100685,100014,99530,99949,100827,99762,100133,99892,99907,99678,99928,100304,99890,99889,100388,99424,99660,100143,99819,99393,100434,100623,100111,100313,99409,99775,99982,100063,99503,100295,100178,100510,99666,99732,100262,100742,99390,100492,99826,99741,99822,99701,99992,100660,100044,99693,100036,681900,
